,0
13126,OT_ENSG00000243888
13127,OT_ENSG00000244009
13128,OT_ENSG00000244036
13129,OT_ENSG00000244246
13130,OT_ENSG00000246792
13131,OT_ENSG00000248105
13132,OT_ENSG00000248249
13133,OT_ENSG00000248560
13134,OT_ENSG00000248656
13135,OT_ENSG00000249152
13136,OT_ENSG00000249520
13137,OT_ENSG00000249699
13138,OT_ENSG00000249976
13139,OT_ENSG00000250200
13140,OT_ENSG00000250869
13141,OT_ENSG00000251508
13142,OT_ENSG00000252236
13143,OT_ENSG00000252317
13144,OT_ENSG00000252973
13145,OT_ENSG00000253329
13146,OT_ENSG00000253503
13147,OT_ENSG00000254460
13148,OT_ENSG00000254914
13149,OT_ENSG00000254961
13150,OT_ENSG00000256071
13151,OT_ENSG00000256237
13152,OT_ENSG00000257431
13153,OT_ENSG00000257605
13154,OT_ENSG00000257787
13155,OT_ENSG00000257875
13156,OT_ENSG00000258045
13157,OT_ENSG00000259749
13158,OT_ENSG00000260264
13159,OT_ENSG00000260326
13160,OT_ENSG00000260357
13161,OT_ENSG00000260465
13162,OT_ENSG00000260965
13163,OT_ENSG00000261673
13164,OT_ENSG00000264210
13165,OT_ENSG00000264315
13166,OT_ENSG00000264653
13167,OT_ENSG00000265094
13168,OT_ENSG00000265334
13169,OT_ENSG00000265706
13170,OT_ENSG00000265790
13171,OT_ENSG00000266668
13172,OT_ENSG00000266920
13173,OT_ENSG00000267104
13174,OT_ENSG00000269320
13175,OT_ENSG00000270066
13176,OT_ENSG00000270087
13177,OT_ENSG00000270185
13178,OT_ENSG00000270904
13179,OT_ENSG00000271036
13180,OT_ENSG00000271242
13181,OT_ENSG00000271424
13182,OT_ENSG00000271580
13183,OT_ENSG00000274064
13184,OT_ENSG00000274219
13185,OT_ENSG00000274510
13186,OT_ENSG00000274655
13187,OT_ENSG00000275834
13188,OT_ENSG00000276101
13189,OT_ENSG00000276586
13190,OT_ENSG00000277062
13191,OT_ENSG00000277319
13192,OT_ENSG00000277575
13193,OT_ENSG00000278264
13194,OT_ENSG00000278334
13195,OT_ENSG00000278433
13196,OT_ENSG00000278922
13197,OT_ENSG00000280198
13198,OT_ENSG00000280243
13199,OT_ENSG00000281404
13200,OT_ENSG00000282860
13201,OT_ENSG00000283524
13202,OT_ENSG00000284252
13203,OT_ENSG00000285612
13204,OT_ENSG00000285669
13205,OT_ENSG00000285919
13206,OT_ENSG00000286133
13207,OT_ENSG00000286256
13208,OT_ENSG00000287025
13209,OT_ENSG00000287082
13210,OT_ENSG00000287268
13211,OT_ENSG00000287474
13212,OT_ENSG00000287539
13213,OT_ENSG00000287829
13214,OT_ENSG00000172148
13215,OT_ENSG00000176855
13216,OT_ENSG00000195401
13217,OT_ENSG00000199246
13218,OT_ENSG00000199337
13219,OT_ENSG00000199442
13220,OT_ENSG00000199570
13221,OT_ENSG00000199601
13222,OT_ENSG00000199953
13223,OT_ENSG00000200198
13224,OT_ENSG00000200842
13225,OT_ENSG00000201641
13226,OT_ENSG00000201701
13227,OT_ENSG00000202021
13228,OT_ENSG00000202237
13229,OT_ENSG00000202422
13230,OT_ENSG00000202473
13231,OT_ENSG00000205041
13232,OT_ENSG00000205318
13233,OT_ENSG00000206635
13234,OT_ENSG00000207164
13235,OT_ENSG00000207189
13236,OT_ENSG00000213016
13237,OT_ENSG00000213312
13238,OT_ENSG00000213717
13239,OT_ENSG00000213857
13240,OT_ENSG00000214695
13241,OT_ENSG00000215184
13242,OT_ENSG00000216781
13243,OT_ENSG00000218499
13244,OT_ENSG00000219061
13245,OT_ENSG00000221801
13246,OT_ENSG00000223489
13247,OT_ENSG00000223628
13248,OT_ENSG00000223710
13249,OT_ENSG00000224038
13250,OT_ENSG00000224365
13251,OT_ENSG00000224370
13252,OT_ENSG00000225658
13253,OT_ENSG00000226977
13254,OT_ENSG00000227256
13255,OT_ENSG00000227721
13256,OT_ENSG00000229831
13257,OT_ENSG00000230241
13258,OT_ENSG00000230397
13259,OT_ENSG00000230866
13260,OT_ENSG00000232239
13261,OT_ENSG00000232654
13262,OT_ENSG00000234382
13263,OT_ENSG00000235115
13264,OT_ENSG00000235483
13265,OT_ENSG00000236025
13266,OT_ENSG00000236190
13267,OT_ENSG00000236880
13268,OT_ENSG00000236998
13269,OT_ENSG00000237230
13270,OT_ENSG00000238446
13271,OT_ENSG00000238597
13272,OT_ENSG00000239001
13273,OT_ENSG00000239272
13274,OT_ENSG00000239323
13275,OT_ENSG00000239985
13276,OT_ENSG00000240174
13277,OT_ENSG00000243136
13278,OT_ENSG00000243720
13279,OT_ENSG00000244134
13280,OT_ENSG00000247213
13281,OT_ENSG00000249045
13282,OT_ENSG00000249288
13283,OT_ENSG00000249767
13284,OT_ENSG00000249830
13285,OT_ENSG00000249892
13286,OT_ENSG00000249941
13287,OT_ENSG00000250106
13288,OT_ENSG00000250189
13289,OT_ENSG00000250791
13290,OT_ENSG00000250808
13291,OT_ENSG00000251484
13292,OT_ENSG00000251510
13293,OT_ENSG00000251567
13294,OT_ENSG00000251585
13295,OT_ENSG00000251776
13296,OT_ENSG00000251837
13297,OT_ENSG00000252079
13298,OT_ENSG00000252155
13299,OT_ENSG00000252423
13300,OT_ENSG00000252450
13301,OT_ENSG00000252480
13302,OT_ENSG00000252927
13303,OT_ENSG00000253178
13304,OT_ENSG00000253553
13305,OT_ENSG00000254731
13306,OT_ENSG00000255230
13307,OT_ENSG00000255416
13308,OT_ENSG00000255445
13309,OT_ENSG00000256664
13310,OT_ENSG00000257433
13311,OT_ENSG00000258704
13312,OT_ENSG00000258783
13313,OT_ENSG00000259046
13314,OT_ENSG00000259191
13315,OT_ENSG00000259538
13316,OT_ENSG00000259912
13317,OT_ENSG00000260256
13318,OT_ENSG00000260879
13319,OT_ENSG00000261680
13320,OT_ENSG00000263212
13321,OT_ENSG00000263615
13322,OT_ENSG00000264217
13323,OT_ENSG00000264240
13324,OT_ENSG00000264760
13325,OT_ENSG00000264978
13326,OT_ENSG00000265366
13327,OT_ENSG00000265740
13328,OT_ENSG00000266370
13329,OT_ENSG00000267717
13330,OT_ENSG00000268079
13331,OT_ENSG00000268093
13332,OT_ENSG00000270191
13333,OT_ENSG00000270255
13334,OT_ENSG00000270507
13335,OT_ENSG00000270585
13336,OT_ENSG00000270763
13337,OT_ENSG00000271150
13338,OT_ENSG00000271482
13339,OT_ENSG00000271702
13340,OT_ENSG00000272114
13341,OT_ENSG00000272416
13342,OT_ENSG00000273541
13343,OT_ENSG00000274380
13344,OT_ENSG00000274387
13345,OT_ENSG00000274397
13346,OT_ENSG00000277455
13347,OT_ENSG00000277464
13348,OT_ENSG00000278181
13349,OT_ENSG00000278231
13350,OT_ENSG00000279167
13351,OT_ENSG00000279927
13352,OT_ENSG00000280136
13353,OT_ENSG00000280396
13354,OT_ENSG00000283275
13355,OT_ENSG00000283365
13356,OT_ENSG00000284682
13357,OT_ENSG00000285076
13358,OT_ENSG00000285705
13359,OT_ENSG00000285803
13360,OT_ENSG00000285905
13361,OT_ENSG00000286260
13362,OT_ENSG00000286923
13363,OT_ENSG00000287127
13364,OT_ENSG00000287311
13365,OT_ENSG00000287354
13366,OT_ENSG00000287390
13367,OT_ENSG00000287540
13368,OT_ENSG00000287628
13369,OT_ENSG00000287855
13370,OT_ENSG00000287863
13371,OT_ENSG00000287925
13372,OT_ENSG00000108958
13373,OT_ENSG00000122872
13374,OT_ENSG00000176115
13375,OT_ENSG00000186301
13376,OT_ENSG00000199411
13377,OT_ENSG00000199480
13378,OT_ENSG00000199535
13379,OT_ENSG00000200218
13380,OT_ENSG00000200545
13381,OT_ENSG00000201384
13382,OT_ENSG00000201469
13383,OT_ENSG00000201567
13384,OT_ENSG00000202427
13385,OT_ENSG00000204959
13386,OT_ENSG00000205767
13387,OT_ENSG00000206899
13388,OT_ENSG00000206949
13389,OT_ENSG00000207513
13390,OT_ENSG00000207524
13391,OT_ENSG00000207732
13392,OT_ENSG00000212316
13393,OT_ENSG00000213693
13394,OT_ENSG00000215347
13395,OT_ENSG00000215760
13396,OT_ENSG00000217557
13397,OT_ENSG00000217733
13398,OT_ENSG00000222285
13399,OT_ENSG00000222765
13400,OT_ENSG00000223220
13401,OT_ENSG00000223581
13402,OT_ENSG00000223744
13403,OT_ENSG00000224066
13404,OT_ENSG00000224629
13405,OT_ENSG00000224910
13406,OT_ENSG00000225182
13407,OT_ENSG00000225258
13408,OT_ENSG00000225295
13409,OT_ENSG00000225925
13410,OT_ENSG00000226254
13411,OT_ENSG00000226926
13412,OT_ENSG00000227367
13413,OT_ENSG00000227624
13414,OT_ENSG00000228141
13415,OT_ENSG00000228187
13416,OT_ENSG00000229258
13417,OT_ENSG00000229663
13418,OT_ENSG00000229693
13419,OT_ENSG00000229869
13420,OT_ENSG00000230543
13421,OT_ENSG00000231054
13422,OT_ENSG00000231635
13423,OT_ENSG00000232585
13424,OT_ENSG00000233613
13425,OT_ENSG00000233921
13426,OT_ENSG00000234115
13427,OT_ENSG00000234213
13428,OT_ENSG00000235185
13429,OT_ENSG00000235267
13430,OT_ENSG00000235735
13431,OT_ENSG00000235815
13432,OT_ENSG00000236191
13433,OT_ENSG00000236272
13434,OT_ENSG00000236372
13435,OT_ENSG00000236433
13436,OT_ENSG00000237014
13437,OT_ENSG00000237135
13438,OT_ENSG00000237390
13439,OT_ENSG00000238138
13440,OT_ENSG00000238562
13441,OT_ENSG00000239486
13442,OT_ENSG00000240513
13443,OT_ENSG00000241200
13444,OT_ENSG00000241499
13445,OT_ENSG00000241912
13446,OT_ENSG00000242062
13447,OT_ENSG00000242834
13448,OT_ENSG00000242943
13449,OT_ENSG00000243385
13450,OT_ENSG00000243663
13451,OT_ENSG00000244159
13452,OT_ENSG00000244297
13453,OT_ENSG00000245748
13454,OT_ENSG00000248234
13455,OT_ENSG00000249557
13456,OT_ENSG00000249593
13457,OT_ENSG00000249855
13458,OT_ENSG00000250088
13459,OT_ENSG00000250162
13460,OT_ENSG00000250501
13461,OT_ENSG00000251188
13462,OT_ENSG00000251583
13463,OT_ENSG00000251687
13464,OT_ENSG00000251967
13465,OT_ENSG00000252046
13466,OT_ENSG00000252621
13467,OT_ENSG00000252660
13468,OT_ENSG00000253126
13469,OT_ENSG00000253489
13470,OT_ENSG00000253775
13471,OT_ENSG00000253942
13472,OT_ENSG00000254007
13473,OT_ENSG00000254127
13474,OT_ENSG00000254367
13475,OT_ENSG00000254791
13476,OT_ENSG00000254894
13477,OT_ENSG00000254943
13478,OT_ENSG00000255309
13479,OT_ENSG00000255315
13480,OT_ENSG00000256563
13481,OT_ENSG00000256875
13482,OT_ENSG00000257634
13483,OT_ENSG00000257853
13484,OT_ENSG00000258278
13485,OT_ENSG00000258354
13486,OT_ENSG00000258426
13487,OT_ENSG00000258566
13488,OT_ENSG00000258716
13489,OT_ENSG00000259102
13490,OT_ENSG00000259186
13491,OT_ENSG00000260908
13492,OT_ENSG00000261501
13493,OT_ENSG00000261534
13494,OT_ENSG00000264792
13495,OT_ENSG00000265281
13496,OT_ENSG00000265352
13497,OT_ENSG00000265401
13498,OT_ENSG00000265994
13499,OT_ENSG00000266002
13500,OT_ENSG00000266581
13501,OT_ENSG00000266782
13502,OT_ENSG00000267589
13503,OT_ENSG00000269373
13504,OT_ENSG00000270587
13505,OT_ENSG00000270964
13506,OT_ENSG00000271758
13507,OT_ENSG00000272519
13508,OT_ENSG00000273293
13509,OT_ENSG00000274006
13510,OT_ENSG00000275132
13511,OT_ENSG00000275788
13512,OT_ENSG00000276486
13513,OT_ENSG00000276563
13514,OT_ENSG00000276892
13515,OT_ENSG00000276941
13516,OT_ENSG00000277550
13517,OT_ENSG00000278221
13518,OT_ENSG00000278424
13519,OT_ENSG00000279528
13520,OT_ENSG00000279707
13521,OT_ENSG00000279786
13522,OT_ENSG00000280191
13523,OT_ENSG00000281696
13524,OT_ENSG00000284049
13525,OT_ENSG00000286052
13526,OT_ENSG00000286217
13527,OT_ENSG00000286645
13528,OT_ENSG00000287129
13529,OT_ENSG00000287285
13530,OT_ENSG00000287613
13531,OT_ENSG00000287630
13532,OT_ENSG00000287748
13533,OT_ENSG00000287819
13534,OT_ENSG00000136149
13535,OT_ENSG00000187504
13536,OT_ENSG00000199585
13537,OT_ENSG00000199739
13538,OT_ENSG00000200336
13539,OT_ENSG00000200366
13540,OT_ENSG00000200711
13541,OT_ENSG00000201066
13542,OT_ENSG00000201145
13543,OT_ENSG00000201498
13544,OT_ENSG00000201852
13545,OT_ENSG00000206605
13546,OT_ENSG00000206698
13547,OT_ENSG00000212397
13548,OT_ENSG00000213051
13549,OT_ENSG00000213210
13550,OT_ENSG00000213924
13551,OT_ENSG00000215089
13552,OT_ENSG00000217874
13553,OT_ENSG00000218809
13554,OT_ENSG00000221139
13555,OT_ENSG00000223721
13556,OT_ENSG00000223722
13557,OT_ENSG00000225797
13558,OT_ENSG00000226140
13559,OT_ENSG00000226488
13560,OT_ENSG00000226750
13561,OT_ENSG00000226854
13562,OT_ENSG00000227000
13563,OT_ENSG00000227198
13564,OT_ENSG00000227799
13565,OT_ENSG00000227806
13566,OT_ENSG00000227813
13567,OT_ENSG00000227867
13568,OT_ENSG00000228739
13569,OT_ENSG00000228828
13570,OT_ENSG00000229272
13571,OT_ENSG00000229659
13572,OT_ENSG00000230132
13573,OT_ENSG00000230304
13574,OT_ENSG00000231053
13575,OT_ENSG00000231184
13576,OT_ENSG00000231238
13577,OT_ENSG00000231333
13578,OT_ENSG00000231501
13579,OT_ENSG00000231716
13580,OT_ENSG00000231883
13581,OT_ENSG00000232825
13582,OT_ENSG00000232950
13583,OT_ENSG00000233946
13584,OT_ENSG00000234275
13585,OT_ENSG00000234463
13586,OT_ENSG00000235444
13587,OT_ENSG00000236597
13588,OT_ENSG00000237003
13589,OT_ENSG00000237186
13590,OT_ENSG00000238447
13591,OT_ENSG00000241007
13592,OT_ENSG00000241582
13593,OT_ENSG00000241879
13594,OT_ENSG00000242145
13595,OT_ENSG00000244280
13596,OT_ENSG00000248397
13597,OT_ENSG00000248400
13598,OT_ENSG00000248674
13599,OT_ENSG00000249283
13600,OT_ENSG00000249680
13601,OT_ENSG00000249863
13602,OT_ENSG00000250049
13603,OT_ENSG00000250381
13604,OT_ENSG00000250406
13605,OT_ENSG00000250677
13606,OT_ENSG00000250828
13607,OT_ENSG00000251087
13608,OT_ENSG00000251449
13609,OT_ENSG00000251720
13610,OT_ENSG00000251923
13611,OT_ENSG00000252393
13612,OT_ENSG00000252401
13613,OT_ENSG00000252716
13614,OT_ENSG00000252755
13615,OT_ENSG00000253169
13616,OT_ENSG00000253692
13617,OT_ENSG00000253870
13618,OT_ENSG00000254083
13619,OT_ENSG00000254340
13620,OT_ENSG00000254687
13621,OT_ENSG00000255320
13622,OT_ENSG00000255968
13623,OT_ENSG00000256393
13624,OT_ENSG00000256663
13625,OT_ENSG00000257563
13626,OT_ENSG00000257863
13627,OT_ENSG00000257932
13628,OT_ENSG00000258763
13629,OT_ENSG00000259050
13630,OT_ENSG00000259434
13631,OT_ENSG00000261273
13632,OT_ENSG00000261416
13633,OT_ENSG00000264462
13634,OT_ENSG00000264698
13635,OT_ENSG00000265511
13636,OT_ENSG00000265545
13637,OT_ENSG00000266105
13638,OT_ENSG00000266196
13639,OT_ENSG00000266477
13640,OT_ENSG00000266969
13641,OT_ENSG00000267062
13642,OT_ENSG00000267590
13643,OT_ENSG00000267704
13644,OT_ENSG00000268316
13645,OT_ENSG00000269086
13646,OT_ENSG00000270759
13647,OT_ENSG00000270808
13648,OT_ENSG00000271064
13649,OT_ENSG00000271184
13650,OT_ENSG00000272025
13651,OT_ENSG00000272656
13652,OT_ENSG00000272783
13653,OT_ENSG00000273555
13654,OT_ENSG00000273589
13655,OT_ENSG00000274621
13656,OT_ENSG00000275532
13657,OT_ENSG00000276413
13658,OT_ENSG00000277340
13659,OT_ENSG00000277411
13660,OT_ENSG00000277647
13661,OT_ENSG00000277708
13662,OT_ENSG00000278217
13663,OT_ENSG00000278790
13664,OT_ENSG00000278998
13665,OT_ENSG00000279002
13666,OT_ENSG00000279737
13667,OT_ENSG00000282909
13668,OT_ENSG00000283389
13669,OT_ENSG00000284542
13670,OT_ENSG00000285840
13671,OT_ENSG00000285988
13672,OT_ENSG00000286040
13673,OT_ENSG00000286153
13674,OT_ENSG00000286485
13675,OT_ENSG00000286525
13676,OT_ENSG00000286699
13677,OT_ENSG00000286731
13678,OT_ENSG00000286821
13679,OT_ENSG00000287316
13680,OT_ENSG00000287671
13681,OT_ENSG00000287757
13682,OT_ENSG00000287759
13683,OT_ENSG00000287942
13684,OT_ENSG00000181214
13685,OT_ENSG00000185834
13686,OT_ENSG00000188002
13687,OT_ENSG00000188314
13688,OT_ENSG00000196096
13689,OT_ENSG00000199985
13690,OT_ENSG00000200275
13691,OT_ENSG00000200593
13692,OT_ENSG00000200874
13693,OT_ENSG00000200884
13694,OT_ENSG00000201050
13695,OT_ENSG00000201532
13696,OT_ENSG00000202339
13697,OT_ENSG00000205184
13698,OT_ENSG00000206356
13699,OT_ENSG00000206836
13700,OT_ENSG00000207263
13701,OT_ENSG00000208003
13702,OT_ENSG00000212332
13703,OT_ENSG00000212559
13704,OT_ENSG00000213409
13705,OT_ENSG00000213579
13706,OT_ENSG00000213755
13707,OT_ENSG00000214908
13708,OT_ENSG00000215875
13709,OT_ENSG00000218018
13710,OT_ENSG00000221348
13711,OT_ENSG00000222701
13712,OT_ENSG00000223064
13713,OT_ENSG00000223782
13714,OT_ENSG00000223856
13715,OT_ENSG00000224155
13716,OT_ENSG00000224341
13717,OT_ENSG00000224452
13718,OT_ENSG00000224814
13719,OT_ENSG00000225879
13720,OT_ENSG00000225971
13721,OT_ENSG00000226804
13722,OT_ENSG00000226970
13723,OT_ENSG00000227267
13724,OT_ENSG00000227275
13725,OT_ENSG00000227726
13726,OT_ENSG00000227888
13727,OT_ENSG00000227940
13728,OT_ENSG00000228887
13729,OT_ENSG00000230155
13730,OT_ENSG00000231361
13731,OT_ENSG00000231868
13732,OT_ENSG00000231913
13733,OT_ENSG00000232089
13734,OT_ENSG00000232193
13735,OT_ENSG00000232235
13736,OT_ENSG00000233146
13737,OT_ENSG00000233913
13738,OT_ENSG00000233944
13739,OT_ENSG00000233945
13740,OT_ENSG00000234796
13741,OT_ENSG00000234983
13742,OT_ENSG00000235400
13743,OT_ENSG00000235583
13744,OT_ENSG00000235802
13745,OT_ENSG00000235871
13746,OT_ENSG00000236138
13747,OT_ENSG00000236512
13748,OT_ENSG00000236583
13749,OT_ENSG00000236796
13750,OT_ENSG00000237208
13751,OT_ENSG00000237238
13752,OT_ENSG00000238118
13753,OT_ENSG00000240056
13754,OT_ENSG00000242001
13755,OT_ENSG00000242849
13756,OT_ENSG00000244296
13757,OT_ENSG00000244389
13758,OT_ENSG00000248930
13759,OT_ENSG00000248949
13760,OT_ENSG00000249149
13761,OT_ENSG00000249837
13762,OT_ENSG00000250040
13763,OT_ENSG00000250263
13764,OT_ENSG00000250643
13765,OT_ENSG00000250882
13766,OT_ENSG00000250884
13767,OT_ENSG00000251361
13768,OT_ENSG00000251752
13769,OT_ENSG00000252410
13770,OT_ENSG00000253065
13771,OT_ENSG00000253180
13772,OT_ENSG00000253245
13773,OT_ENSG00000253317
13774,OT_ENSG00000253682
13775,OT_ENSG00000253773
13776,OT_ENSG00000254582
13777,OT_ENSG00000254924
13778,OT_ENSG00000255206
13779,OT_ENSG00000255276
13780,OT_ENSG00000256282
13781,OT_ENSG00000257012
13782,OT_ENSG00000257037
13783,OT_ENSG00000257851
13784,OT_ENSG00000258050
13785,OT_ENSG00000258206
13786,OT_ENSG00000258386
13787,OT_ENSG00000259468
13788,OT_ENSG00000261205
13789,OT_ENSG00000261728
13790,OT_ENSG00000263916
13791,OT_ENSG00000264371
13792,OT_ENSG00000265075
13793,OT_ENSG00000265486
13794,OT_ENSG00000267016
13795,OT_ENSG00000267630
13796,OT_ENSG00000271025
13797,OT_ENSG00000271167
13798,OT_ENSG00000272004
13799,OT_ENSG00000272146
13800,OT_ENSG00000273044
13801,OT_ENSG00000273330
13802,OT_ENSG00000274350
13803,OT_ENSG00000276185
13804,OT_ENSG00000277358
13805,OT_ENSG00000277759
13806,OT_ENSG00000278658
13807,OT_ENSG00000278926
13808,OT_ENSG00000278958
13809,OT_ENSG00000279081
13810,OT_ENSG00000279211
13811,OT_ENSG00000279246
13812,OT_ENSG00000279255
13813,OT_ENSG00000280334
13814,OT_ENSG00000281156
13815,OT_ENSG00000281896
13816,OT_ENSG00000281974
13817,OT_ENSG00000282051
13818,OT_ENSG00000282520
13819,OT_ENSG00000283921
13820,OT_ENSG00000283928
13821,OT_ENSG00000283998
13822,OT_ENSG00000284656
13823,OT_ENSG00000284699
13824,OT_ENSG00000285663
13825,OT_ENSG00000286100
13826,OT_ENSG00000286506
13827,OT_ENSG00000286631
13828,OT_ENSG00000286831
13829,OT_ENSG00000286901
13830,OT_ENSG00000287485
13831,OT_ENSG00000288086
13832,OT_ENSG00000288528
13833,OT_ENSG00000177736
13834,OT_ENSG00000179420
13835,OT_ENSG00000182574
13836,OT_ENSG00000187721
13837,OT_ENSG00000189295
13838,OT_ENSG00000199710
13839,OT_ENSG00000200139
13840,OT_ENSG00000200713
13841,OT_ENSG00000200818
13842,OT_ENSG00000201095
13843,OT_ENSG00000201969
13844,OT_ENSG00000202059
13845,OT_ENSG00000202431
13846,OT_ENSG00000202459
13847,OT_ENSG00000202534
13848,OT_ENSG00000203414
13849,OT_ENSG00000207391
13850,OT_ENSG00000207586
13851,OT_ENSG00000211575
13852,OT_ENSG00000212413
13853,OT_ENSG00000212532
13854,OT_ENSG00000213303
13855,OT_ENSG00000214019
13856,OT_ENSG00000215452
13857,OT_ENSG00000215464
13858,OT_ENSG00000217044
13859,OT_ENSG00000223229
13860,OT_ENSG00000223406
13861,OT_ENSG00000223847
13862,OT_ENSG00000224291
13863,OT_ENSG00000224458
13864,OT_ENSG00000224669
13865,OT_ENSG00000225146
13866,OT_ENSG00000225739
13867,OT_ENSG00000226068
13868,OT_ENSG00000226390
13869,OT_ENSG00000226676
13870,OT_ENSG00000227633
13871,OT_ENSG00000228375
13872,OT_ENSG00000228615
13873,OT_ENSG00000230053
13874,OT_ENSG00000230521
13875,OT_ENSG00000230908
13876,OT_ENSG00000231148
13877,OT_ENSG00000231530
13878,OT_ENSG00000231584
13879,OT_ENSG00000231957
13880,OT_ENSG00000232830
13881,OT_ENSG00000233427
13882,OT_ENSG00000233647
13883,OT_ENSG00000233724
13884,OT_ENSG00000234123
13885,OT_ENSG00000234134
13886,OT_ENSG00000234474
13887,OT_ENSG00000234645
13888,OT_ENSG00000234676
13889,OT_ENSG00000235593
13890,OT_ENSG00000236042
13891,OT_ENSG00000236365
13892,OT_ENSG00000236513
13893,OT_ENSG00000238051
13894,OT_ENSG00000238561
13895,OT_ENSG00000240338
13896,OT_ENSG00000241281
13897,OT_ENSG00000241493
13898,OT_ENSG00000241821
13899,OT_ENSG00000242244
13900,OT_ENSG00000243687
13901,OT_ENSG00000244270
13902,OT_ENSG00000246477
13903,OT_ENSG00000248660
13904,OT_ENSG00000248807
13905,OT_ENSG00000249051
13906,OT_ENSG00000249105
13907,OT_ENSG00000250050
13908,OT_ENSG00000250848
13909,OT_ENSG00000251081
13910,OT_ENSG00000251858
13911,OT_ENSG00000252087
13912,OT_ENSG00000252249
13913,OT_ENSG00000253054
13914,OT_ENSG00000253223
13915,OT_ENSG00000253659
13916,OT_ENSG00000253671
13917,OT_ENSG00000253721
13918,OT_ENSG00000253920
13919,OT_ENSG00000254114
13920,OT_ENSG00000254229
13921,OT_ENSG00000254502
13922,OT_ENSG00000255402
13923,OT_ENSG00000256661
13924,OT_ENSG00000256813
13925,OT_ENSG00000257087
13926,OT_ENSG00000257336
13927,OT_ENSG00000257746
13928,OT_ENSG00000258205
13929,OT_ENSG00000258265
13930,OT_ENSG00000260755
13931,OT_ENSG00000261041
13932,OT_ENSG00000261070
13933,OT_ENSG00000261816
13934,OT_ENSG00000262410
13935,OT_ENSG00000263847
13936,OT_ENSG00000264365
13937,OT_ENSG00000264829
13938,OT_ENSG00000265174
13939,OT_ENSG00000267397
13940,OT_ENSG00000267560
13941,OT_ENSG00000267672
13942,OT_ENSG00000268203
13943,OT_ENSG00000269608
13944,OT_ENSG00000270491
13945,OT_ENSG00000270754
13946,OT_ENSG00000270837
13947,OT_ENSG00000271888
13948,OT_ENSG00000272589
13949,OT_ENSG00000273093
13950,OT_ENSG00000274686
13951,OT_ENSG00000276546
13952,OT_ENSG00000277784
13953,OT_ENSG00000277828
13954,OT_ENSG00000277922
13955,OT_ENSG00000279497
13956,OT_ENSG00000280273
13957,OT_ENSG00000280294
13958,OT_ENSG00000280354
13959,OT_ENSG00000280398
13960,OT_ENSG00000284011
13961,OT_ENSG00000284655
13962,OT_ENSG00000284951
13963,OT_ENSG00000286045
13964,OT_ENSG00000286111
13965,OT_ENSG00000286255
13966,OT_ENSG00000286603
13967,OT_ENSG00000286677
13968,OT_ENSG00000287049
13969,OT_ENSG00000287087
13970,OT_ENSG00000287389
13971,OT_ENSG00000287462
13972,OT_ENSG00000287786
13973,OT_ENSG00000287809
13974,OT_ENSG00000288012
13975,OT_ENSG00000288524
13976,OT_ENSG00000179028
13977,OT_ENSG00000188933
13978,OT_ENSG00000199313
13979,OT_ENSG00000199444
13980,OT_ENSG00000200107
13981,OT_ENSG00000200566
13982,OT_ENSG00000201298
13983,OT_ENSG00000201376
13984,OT_ENSG00000201604
13985,OT_ENSG00000201736
13986,OT_ENSG00000203335
13987,OT_ENSG00000207322
13988,OT_ENSG00000207838
13989,OT_ENSG00000212260
13990,OT_ENSG00000212505
13991,OT_ENSG00000214125
13992,OT_ENSG00000216867
13993,OT_ENSG00000220884
13994,OT_ENSG00000221464
13995,OT_ENSG00000222207
13996,OT_ENSG00000222617
13997,OT_ENSG00000223299
13998,OT_ENSG00000223970
13999,OT_ENSG00000224110
14000,OT_ENSG00000224169
14001,OT_ENSG00000224354
14002,OT_ENSG00000224466
14003,OT_ENSG00000226011
14004,OT_ENSG00000226101
14005,OT_ENSG00000226967
14006,OT_ENSG00000226994
14007,OT_ENSG00000227002
14008,OT_ENSG00000227180
14009,OT_ENSG00000227447
14010,OT_ENSG00000227776
14011,OT_ENSG00000227860
14012,OT_ENSG00000227925
14013,OT_ENSG00000229092
14014,OT_ENSG00000229201
14015,OT_ENSG00000229389
14016,OT_ENSG00000229457
14017,OT_ENSG00000230319
14018,OT_ENSG00000230335
14019,OT_ENSG00000230373
14020,OT_ENSG00000230401
14021,OT_ENSG00000232403
14022,OT_ENSG00000232464
14023,OT_ENSG00000232723
14024,OT_ENSG00000233410
14025,OT_ENSG00000233880
14026,OT_ENSG00000234431
14027,OT_ENSG00000234540
14028,OT_ENSG00000235274
14029,OT_ENSG00000235329
14030,OT_ENSG00000235510
14031,OT_ENSG00000235729
14032,OT_ENSG00000237126
14033,OT_ENSG00000238066
14034,OT_ENSG00000238188
14035,OT_ENSG00000241544
14036,OT_ENSG00000242551
14037,OT_ENSG00000243338
14038,OT_ENSG00000243697
14039,OT_ENSG00000244101
14040,OT_ENSG00000245008
14041,OT_ENSG00000248578
14042,OT_ENSG00000248591
14043,OT_ENSG00000249465
14044,OT_ENSG00000250655
14045,OT_ENSG00000250947
14046,OT_ENSG00000251183
14047,OT_ENSG00000251553
14048,OT_ENSG00000251556
14049,OT_ENSG00000251644
14050,OT_ENSG00000252429
14051,OT_ENSG00000252494
14052,OT_ENSG00000252735
14053,OT_ENSG00000252860
14054,OT_ENSG00000253421
14055,OT_ENSG00000253519
14056,OT_ENSG00000253896
14057,OT_ENSG00000254055
14058,OT_ENSG00000254496
